41 0.06423 0.243 0.163 0.539 4.54 18.2 10 0.262 9.61 2.067 0.2049
42 0.0605 0.238 0.162 0.513 4.24 17 9.38 0.257 9.02 1.935 0.2023
43 0.05711 0.233 0.161 0.489 3.97 16 8.82 0.252 8.48 1.815 0.1999
44 0.05404 0.228 0.16 0.467 3.72 15 8.3 0.248 7.98 1.705 0.1977
45 0.05127 0.224 0.159 0.447 3.5 14.1 7.83 0.244 7.53 1.605 0.1957
46 0.04876 0.221 0.158 0.428 3.29 13.3 7.39 0.24 7.1 1.513 0.1937
47 0.0465 0.217 0.158 0.411 3.1 12.6 6.99 0.236 6.72 1.428 0.1919
48 0.04446 0.214 0.157 0.396 2.92 11.9 6.62 0.233 6.36 1.351 0.1902
49 0.04262 0.211 0.156 0.381 2.76 11.3 6.27 0.23 6.03 1.279 0.1886
50 0.04098 0.208 0.155 0.368 2.61 10.7 5.95 0.227 5.72 1.213 0.1871
51 0.03947 0.205 0.155 0.356 2.47 10.2 5.65 0.224 5.43 1.152 0.1856
52 0.03806 0.203 0.154 0.345 2.35 9.64 5.37 0.222 5.16 1.096 0.1843
53 0.03675 0.201 0.153 0.334 2.23 9.16 5.11 0.219 4.91 1.044 0.183
54 0.03554 0.198 0.153 0.324 2.12 8.71 4.87 0.217 4.68 0.9951 0.1817
55 0.03443 0.196 0.152 0.315 2.01 8.3 4.64 0.215 4.46 0.9499 0.1805
56 0.03343 0.194 0.152 0.307 1.92 7.9 4.43 0.213 4.26 0.9079 0.1794
57 0.03253 0.192 0.151 0.299 1.83 7.54 4.24 0.211 4.07 0.8687 0.1783
58 0.03173 0.191 0.15 0.291 1.74 7.19 4.05 0.209 3.89 0.8321 0.1773
59 0.03102 0.189 0.15 0.284 1.67 6.87 3.88 0.208 3.73 0.798 0.1763
60 0.03041 0.187 0.149 0.278 1.59 6.57 3.71 0.206 3.57 0.766 0.1753
61 0.02986 0.186 0.149 0.272 1.52 6.28 3.56 0.204 3.42 0.7361 0.1744
62 0.02933 0.185 0.148 0.266 1.46 6.01 3.41 0.203 3.28 0.7081 0.1735
63 0.02882 0.183 0.148 0.261 1.4 5.76 3.28 0.201 3.15 0.6818 0.1726
64 0.02834 0.182 0.147 0.255 1.34 5.52 3.15 0.2 3.03 0.657 0.1718
65 0.02789 0.181 0.147 0.251 1.29 5.29 3.03 0.199 2.91 0.6338 0.171
66 0.02746 0.179 0.146 0.246 1.24 5.08 2.91 0.197 2.8 0.6119 0.1702
67 0.02705 0.178 0.146 0.242 1.19 4.88 2.8 0.196 2.69 0.5913 0.1694
68 0.02668 0.177 0.145 0.238 1.15 4.69 2.7 0.195 11.5 0.5718 0.1687
69 0.02633 0.176 0.145 0.234 1.1 4.51 2.6 0.194 11.1 0.5535 0.1679
70 0.026 0.175 0.144 0.23 1.06 4.33 11 0.193 10.7 0.5361 0.1672
71 0.0257 0.174 0.144 0.227 1.03 4.17 10.6 0.192 10.3 0.5197 0.1666
72 0.02542 0.173 0.143 0.223 0.991 4.02 10.3 0.191 9.95 0.5042 0.1659
73 0.02517 0.172 0.143 0.22 0.957 3.87 9.89 0.19 9.6 0.4894 0.1652
74 0.02494 0.171 0.143 0.217 0.925 3.73 9.55 0.189 9.27 0.4755 0.1646
75 0.02474 0.17 0.142 0.214 0.894 3.6 9.22 0.188 8.96 0.4623 0.164
76 0.02456 0.169 0.142 0.212 0.865 3.48 8.91 0.187 8.66 0.4497 0.1633
77 0.0244 0.169 0.141 0.209 0.838 3.36 8.62 0.186 8.37 0.4377 0.1627
78 0.02427 0.168 0.141 0.206 0.812 3.24 8.33 0.185 8.1 0.4264 0.1621
79 0.02416 0.167 0.14 0.204 0.787 3.13 8.07 0.184 7.84 0.4155 0.1616
80 0.02407 0.166 0.14 0.202 0.763 3.03 7.81 0.184 7.59 0.4052 0.161
81 0.024 0.166 0.14 0.2 0.74 2.93 7.56 0.183 7.35 0.3954 0.1604
82 0.02392 0.165 0.139 0.197 0.719 2.84 7.33 0.182 7.12 0.3861 0.1599
83 0.02385 0.164 0.139 0.195 0.698 2.74 7.11 0.181 6.91 0.3771 0.1594
84 0.02379 0.163 0.138 0.194 0.679 2.66 6.89 0.181 6.7 0.3686 0.1588
85 0.02372 0.163 0.138 0.192 0.66 2.58 6.69 0.18 6.5 0.3605 0.1583
86 0.02367 0.162 0.138 0.19 0.642 2.5 6.5 0.179 6.31 0.3527 0.1578
87 0.02361 0.161 0.137 0.188 0.625 2.42 6.31 0.179 6.13 0.3452 0.1573
88 0.02356 0.161 0.137 0.186 0.609 2.35 6.13 0.178 5.95 0.3381 0.1568
89 0.02351 0.16 0.137 0.185 0.593 2.28 5.96 0.177 5.78 0.3312 0.1563
90 0.02347 0.16 0.136 0.183 0.578 2.21 5.79 0.177 5.62 0.3247 0.1558
91 0.02343 0.159 0.136 0.182 0.564 2.15 5.63 0.176 5.47 0.3184 0.1554
92 0.02339 0.158 0.136 0.18 0.55 2.09 5.48 0.175 5.32 0.3124 0.1549
93 0.02336 0.158 0.135 0.179 0.537 2.03 5.33 0.175 5.17 0.3066 0.1544
94 0.02333 0.157 0.135 0.178 0.524 1.97 5.19 0.174 5.03 0.3011 0.154
95 0.0233 0.157 0.134 0.176 0.512 1.92 5.05 0.174 4.9 0.2958 0.1535
96 0.02329 0.156 0.134 0.175 0.501 1.87 4.92 0.173 4.77 0.2907 0.1531
97 0.02327 0.156 0.134 0.174 0.49 1.82 4.79 0.172 4.65 0.2857 0.1526
98 0.02326 0.155 0.133 0.173 0.479 1.77 4.67 0.172 4.53 0.281 0.1522
99 0.02325 0.155 0.133 0.172 0.468 1.72 4.55 0.171 4.41 0.2765 0.1518
100 0.02325 0.154 0.133 0.17 0.458 1.68 4.44 0.171 4.3 0.2721 0.1514
101 0.02325 0.154 0.132 0.169 0.449 1.63 4.33 0.17 4.19 0.2679 0.1509
102 0.02326 0.153 0.132 0.168 0.44 1.59 4.22 0.17 4.09 0.2638 0.1505
103 0.02327 0.153 0.132 0.167 0.431 1.55 4.12 0.169 3.99 0.2599 0.1501
104 0.02328 0.152 0.131 0.166 0.422 1.51 4.02 0.169 3.89 0.2561 0.1497
105 0.02329 0.152 0.131 0.165 0.414 1.48 3.92 0.168 3.8 0.2524 0.1493
106 0.02331 0.151 0.131 0.164 0.406 1.44 3.83 0.168 3.71 0.2489 0.1489
107 0.02333 0.151 0.131 0.163 0.398 1.41 3.74 0.167 3.62 0.2455 0.1485
108 0.02335 0.15 0.13 0.163 0.391 1.37 3.65 0.167 3.53 0.2422 0.1481
109 0.02337 0.15 0.13 0.162 0.384 1.34 3.56 0.166 3.45 0.2391 0.1478
110 0.0234 0.149 0.13 0.161 0.377 1.31 3.48 0.166 3.37 0.236 0.1474
111 0.02343 0.149 0.129 0.16 0.37 1.28 3.4 0.165 3.29 0.233 0.147
112 0.02346 0.149 0.129 0.159 0.364 1.25 3.32 0.165 3.22 0.2301 0.1466
113 0.02349 0.148 0.129 0.158 0.358 1.22 3.25 0.164 3.15 0.2274 0.1463
114 0.02352 0.148 0.128 0.158 0.352 1.19 3.18 0.164 3.08 0.2247 0.1459
115 0.02356 0.147 0.128 0.157 0.346 1.17 3.11 0.163 3.01 0.2221 0.1456
116 0.02359 0.147 0.128 0.156 0.34 1.14 3.04 0.163 2.94 0.2195 0.1452
117 0.02363 0.147 0.128 0.155 0.335 1.12 2.97 0.163 2.88 0.2171 0.1448
118 0.02367 0.146 0.127 0.155 0.33 1.09 2.91 0.162 2.82 0.2147 0.1445
119 0.0237 0.146 0.127 0.154 0.324 1.07 2.85 0.162 2.76 0.2124 0.1441
120 0.02374 0.145 0.127 0.153 0.319 1.05 2.79 0.161 2.7 0.2102 0.1438
121 0.02378 0.145 0.126 0.153 0.315 1.03 2.73 0.161 2.64 0.208 0.1435
122 0.02382 0.145 0.126 0.152 0.31 1.01 2.67 0.161 2.59 0.2059 0.1431
123 0.02386 0.144 0.126 0.151 0.306 0.986 2.62 0.16 2.53 0.2038 0.1428
124 0.02391 0.144 0.126 0.151 0.301 0.966 2.56 0.16 2.48 0.2019 0.1425
125 0.02395 0.144 0.125 0.15 0.297 0.947 2.51 0.159 2.43 0.1999 0.1421
126 0.02399 0.143 0.125 0.15 0.293 0.928 2.46 0.159 2.38 0.198 0.1418
127 0.02403 0.143 0.125 0.149 0.289 0.91 2.41 0.159 2.33 0.1962 0.1415
128 0.02408 0.143 0.124 0.148 0.285 0.893 2.36 0.158 2.29 0.1944 0.1412
129 0.02412 0.142 0.124 0.148 0.281 0.876 2.32 0.158 2.24 0.1927 0.1408
130 0.02416 0.142 0.124 0.147 0.277 0.859 2.27 0.157 2.2 0.191 0.1405
131 0.02421 0.142 0.124 0.147 0.274 0.843 2.23 0.157 2.16 0.1894 0.1402
132 0.02425 0.141 0.123 0.146 0.27 0.828 2.18 0.157 2.11 0.1878 0.1399
133 0.02429 0.141 0.123 0.146 0.267 0.812 2.14 0.156 2.07 0.1862 0.1396
134 0.02434 0.141 0.123 0.145 0.264 0.798 2.1 0.156 2.04 0.1847 0.1393
135 0.02438 0.14 0.123 0.145 0.261 0.783 2.06 0.156 2 0.1832 0.139
136 0.02442 0.14 0.122 0.144 0.258 0.769 2.03 0.155 1.96 0.1818 0.1387
137 0.02446 0.14 0.122 0.144 0.255 0.756 1.99 0.155 1.92 0.1804 0.1384
138 0.0245 0.139 0.122 0.143 0.252 0.743 1.95 0.155 1.89 0.179 0.1381
139 0.02454 0.139 0.122 0.143 0.249 0.73 1.92 0.154 1.85 0.1777 0.1378
140 0.02459 0.139 0.121 0.142 0.246 0.717 1.88 0.154 1.82 0.1764 0.1375
141 0.02463 0.138 0.121 0.142 0.243 0.705 1.85 0.153 1.79 0.1751 0.1372
142 0.02467 0.138 0.121 0.141 0.241 0.693 1.82 0.153 1.76 0.1739 0.1369
143 0.0247 0.138 0.121 0.141 0.238 0.682 1.78 0.153 1.73 0.1726 0.1366
144 0.02474 0.137 0.12 0.14 0.236 0.671 1.75 0.152 1.7 0.1715 0.1363
145 0.02478 0.137 0.12 0.14 0.233 0.66 1.72 0.152 1.67 0.1703 0.1361
146 0.02482 0.137 0.12 0.14 0.231 0.649 1.69 0.152 1.64 0.1692 0.1358
147 0.02486 0.136 0.12 0.139 0.228 0.639 1.66 0.151 1.61 0.1681 0.1355
148 0.02489 0.136 0.119 0.139 0.226 0.629 1.64 0.151 1.58 0.167 0.1352
149 0.02493 0.136 0.119 0.138 0.224 0.619 1.61 0.151 1.56 0.1659 0.1349
150 0.02496 0.136 0.119 0.138 0.222 0.609 1.58 0.151 1.53 0.1649 0.1347
151 0.02499 0.135 0.119 0.137 0.22 0.6 1.56 0.15 1.51 0.1638 0.1344
152 0.02503 0.135 0.119 0.137 0.218 0.591 1.53 0.15 1.48 0.1629 0.1341
153 0.02506 0.135 0.118 0.137 0.216 0.582 1.5 0.15 1.46 0.1619 0.1339
154 0.0251 0.134 0.118 0.136 0.214 0.573 1.48 0.149 1.43 0.1609 0.1336
155 0.02514 0.134 0.118 0.136 0.212 0.564 1.46 0.149 1.41 0.16 0.1333
156 0.02517 0.134 0.118 0.136 0.21 0.556 1.43 0.149 1.39 0.1591 0.1331
157 0.02521 0.134 0.117 0.135 0.208 0.548 1.41 0.148 1.37 0.1582 0.1328
158 0.02525 0.133 0.117 0.135 0.206 0.54 1.39 0.148 1.34 0.1573 0.1326
159 0.02528 0.133 0.117 0.134 0.204 0.533 1.37 0.148 1.32 0.1564 0.1323
160 0.02532 0.133 0.117 0.134 0.203 0.525 1.35 0.147 1.3 0.1556 0.132
161 0.02536 0.133 0.117 0.134 0.201 0.518 1.33 0.147 1.28 0.1548 0.1318
162 0.0254 0.132 0.116 0.133 0.199 0.51 1.31 0.147 1.26 0.1539 0.1315
163 0.02543 0.132 0.116 0.133 0.198 0.503 1.29 0.147 1.24 0.1531 0.1313
164 0.02547 0.132 0.116 0.133 0.196 0.497 1.27 0.146 1.23 0.1524 0.131
165 0.02551 0.131 0.116 0.132 0.195 0.49 1.25 0.146 1.21 0.1516 0.1308
166 0.02555 0.131 0.115 0.132 0.193 0.483 1.23 0.146 1.19 0.1508 0.1305
167 0.02559 0.131 0.115 0.132 0.192 0.477 1.21 0.145 1.17 0.1501 0.1303
168 0.02563 0.131 0.115 0.131 0.19 0.471 1.19 0.145 1.16 0.1494 0.13
169 0.02566 0.13 0.115 0.131 0.189 0.464 1.18 0.145 1.14 0.1486 0.1298
170 0.0257 0.13 0.115 0.131 0.187 0.458 1.16 0.145 1.12 0.1479 0.1296
171 0.02574 0.13 0.114 0.13 0.186 0.453 1.14 0.144 1.11 0.1473 0.1293
172 0.02578 0.13 0.114 0.13 0.185 0.447 1.13 0.144 1.09 0.1466 0.1291
173 0.02582 0.129 0.114 0.13 0.183 0.441 1.11 0.144 1.08 0.1459 0.1289
174 0.02585 0.129 0.114 0.129 0.182 0.436 1.1 0.144 1.06 0.1453 0.1286
175 0.02589 0.129 0.114 0.129 0.181 0.43 1.08 0.143 1.05 0.1446 0.1284
176 0.02593 0.129 0.113 0.129 0.18 0.425 1.07 0.143 1.03 0.144 0.1282
177 0.02597 0.128 0.113 0.128 0.178 0.42 1.05 0.143 1.02 0.1434 0.1279
178 0.026 0.128 0.113 0.128 0.177 0.415 1.04 0.142 1 0.1427 0.1277
179 0.02604 0.128 0.113 0.128 0.176 0.41 1.02 0.142 0.99 0.1421 0.1275
180 0.02608 0.128 0.113 0.128 0.175 0.405 1.01 0.142 0.977 0.1415 0.1272
181 0.02611 0.128 0.112 0.127 0.174 0.4 0.995 0.142 0.964 0.141 0.127
182 0.02615 0.127 0.112 0.127 0.173 0.396 0.982 0.141 0.951 0.1404 0.1268
183 0.02618 0.127 0.112 0.127 0.172 0.391 0.969 0.141 0.939 0.1398 0.1266
184 0.02622 0.127 0.112 0.126 0.171 0.387 0.957 0.141 0.926 0.1393 0.1263
185 0.02625 0.127 0.112 0.126 0.17 0.382 0.944 0.141 0.914 0.1387 0.1261
186 0.02629 0.126 0.111 0.126 0.168 0.378 0.932 0.14 0.903 0.1382 0.1259
187 0.02632 0.126 0.111 0.126 0.167 0.374 0.92 0.14 0.891 0.1376 0.1257
188 0.02636 0.126 0.111 0.125 0.167 0.37 0.909 0.14 0.88 0.1371 0.1255
189 0.02639 0.126 0.111 0.125 0.166 0.366 0.897 0.14 0.869 0.1366 0.1252
190 0.02642 0.125 0.111 0.125 0.165 0.362 0.886 0.139 0.858 0.1361 0.125
191 0.02645 0.125 0.111 0.125 0.164 0.358 0.875 0.139 0.847 0.1356 0.1248
192 0.02648 0.125 0.11 0.124 0.163 0.354 0.864 0.139 0.837 0.1351 0.1246
193 0.02652 0.125 0.11 0.124 0.162 0.35 0.853 0.139 0.827 0.1346 0.1244
194 0.02655 0.125 0.11 0.124 0.161 0.347 0.843 0.138 0.817 0.1341 0.1242
195 0.02658 0.124 0.11 0.124 0.16 0.343 0.833 0.138 0.807 0.1337 0.124
196 0.02661 0.124 0.11 0.123 0.159 0.339 0.823 0.138 0.797 0.1332 0.1238
197 0.02664 0.124 0.109 0.123 0.158 0.336 0.813 0.138 0.787 0.1327 0.1236
198 0.02666 0.124 0.109 0.123 0.158 0.333 0.803 0.137 0.778 0.1323 0.1234
199 0.02669 0.124 0.109 0.123 0.157 0.329 0.794 0.137 0.769 0.1318 0.1232
200 0.02672 0.123 0.109 0.122 0.156 0.326 0.784 0.137 0.76 0.1314 0.1229
201 0.02675 0.123 0.109 0.122 0.155 0.323 0.775 0.137 0.751 0.131 0.1227
202 0.02677 0.123 0.109 0.122 0.154 0.32 0.766 0.137 0.742 0.1305 0.1225
203 0.0268 0.123 0.108 0.122 0.154 0.317 0.758 0.136 0.734 0.1301 0.1223
204 0.02683 0.123 0.108 0.121 0.153 0.313 0.749 0.136 0.725 0.1297 0.1221
205 0.02685 0.122 0.108 0.121 0.152 0.31 0.74 0.136 0.717 0.1293 0.1219
206 0.02688 0.122 0.108 0.121 0.151 0.308 0.732 0.136 0.709 0.1289 0.1217
207 0.02691 0.122 0.108 0.121 0.151 0.305 0.724 0.135 0.701 0.1284 0.1216
208 0.02693 0.122 0.108 0.12 0.15 0.302 0.716 0.135 0.693 0.1281 0.1214
209 0.02696 0.121 0.107 0.12 0.149 0.299 0.708 0.135 0.686 0.1277 0.1212
210 0.02699 0.121 0.107 0.12 0.149 0.296 0.7 0.135 0.678 0.1273 0.121
211 0.02701 0.121 0.107 0.12 0.148 0.294 0.692 0.135 0.671 0.1269 0.1208
212 0.02704 0.121 0.107 0.12 0.147 0.291 0.685 0.134 0.664 0.1265 0.1206
213 0.02706 0.121 0.107 0.119 0.147 0.288 0.677 0.134 0.656 0.1261 0.1204
214 0.02709 0.121 0.107 0.119 0.146 0.286 0.67 0.134 0.649 0.1258 0.1202
215 0.02711 0.12 0.106 0.119 0.145 0.283 0.663 0.134 0.642 0.1254 0.12
216 0.02714 0.12 0.106 0.119 0.145 0.281 0.656 0.133 0.636 0.125 0.1198
217 0.02717 0.12 0.106 0.118 0.144 0.278 0.649 0.133 0.629 0.1247 0.1196
218 0.02719 0.12 0.106 0.118 0.143 0.276 0.642 0.133 0.622 0.1243 0.1195
219 0.02722 0.12 0.106 0.118 0.143 0.274 0.635 0.133 0.616 0.124 0.1193
220 0.02724 0.119 0.106 0.118 0.142 0.271 0.629 0.133 0.61 0.1236 0.1191
221 0.02726 0.119 0.105 0.118 0.142 0.269 0.622 0.132 0.603 0.1233 0.1189
222 0.02729 0.119 0.105 0.117 0.141 0.267 0.616 0.132 0.597 0.1229 0.1187
223 0.02731 0.119 0.105 0.117 0.141 0.265 0.61 0.132 0.591 0.1226 0.1185
224 0.02734 0.119 0.105 0.117 0.14 0.263 0.604 0.132 0.585 0.1223 0.1184
225 0.02736 0.118 0.105 0.117 0.139 0.26 0.598 0.132 0.579 0.122 0.1182
226 0.02739 0.118 0.105 0.117 0.139 0.258 0.592 0.131 0.574 0.1216 0.118
227 0.02741 0.118 0.104 0.116 0.138 0.256 0.586 0.131 0.568 0.1213 0.1178
228 0.02743 0.118 0.104 0.116 0.138 0.254 0.58 0.131 0.562 0.121 0.1176
229 0.02746 0.118 0.104 0.116 0.137 0.252 0.574 0.131 0.557 0.1207 0.1175
230 0.02748 0.118 0.104 0.116 0.137 0.25 0.569 0.131 0.551 0.1204 0.1173
231 0.0275 0.117 0.104 0.116 0.136 0.248 0.563 0.13 0.546 0.1201 0.1171
232 0.02753 0.117 0.104 0.115 0.136 0.246 0.558 0.13 0.541 0.1198 0.1169
233 0.02755 0.117 0.104 0.115 0.135 0.245 0.552 0.13 0.536 0.1195 0.1168
234 0.02757 0.117 0.103 0.115 0.135 0.243 0.547 0.13 0.531 0.1192 0.1166
235 0.02759 0.117 0.103 0.115 0.134 0.241 0.542 0.13 0.526 0.1189 0.1164
236 0.02762 0.116 0.103 0.115 0.134 0.239 0.537 0.129 0.521 0.1186 0.1162
237 0.02764 0.116 0.103 0.114 0.133 0.237 0.532 0.129 0.516 0.1183 0.1161
238 0.02766 0.116 0.103 0.114 0.133 0.236 0.527 0.129 0.511 0.118 0.1159
239 0.02768 0.116 0.103 0.114 0.132 0.234 0.522 0.129 0.506 0.1177 0.1157
240 0.0277 0.116 0.102 0.114 0.132 0.232 0.517 0.129 0.502 0.1174 0.1156
241 0.02772 0.116 0.102 0.114 0.131 0.231 0.513 0.128 0.497 0.1172 0.1154
242 0.02775 0.115 0.102 0.113 0.131 0.229 0.508 0.128 0.493 0.1169 0.1152
243 0.02777 0.115 0.102 0.113 0.131 0.227 0.503 0.128 0.488 0.1166 0.1151
244 0.02779 0.115 0.102 0.113 0.13 0.226 0.499 0.128 0.484 0.1163 0.1149
245 0.02781 0.115 0.102 0.113 0.13 0.224 0.494 0.128 0.48 0.1161 0.1147
246 0.02783 0.115 0.102 0.113 0.129 0.223 0.49 0.128 0.475 0.1158 0.1146
247 0.02785 0.115 0.101 0.113 0.129 0.221 0.486 0.127 0.471 0.1156 0.1144
248 0.02787 0.114 0.101 0.112 0.128 0.22 0.481 0.127 0.467 0.1153 0.1142
249 0.02789 0.114 0.101 0.112 0.128 0.218 0.477 0.127 0.463 0.115 0.1141
250 0.02791 0.114 0.101 0.112 0.128 0.217 0.473 0.127 0.459 0.1148 0.1139
251 0.02793 0.114 0.101 0.112 0.127 0.215 0.469 0.127 0.455 0.1145 0.1138
252 0.02795 0.114 0.101 0.112 0.127 0.214 0.465 0.126 0.451 0.1143 0.1136
253 0.02797 0.114 0.101 0.111 0.126 0.212 0.461 0.126 0.447 0.114 0.1134
254 0.02799 0.113 0.1 0.111 0.126 0.211 0.457 0.126 0.444 0.1138 0.1133
255 0.02801 0.113 0.1 0.111 0.126 0.21 0.453 0.126 0.44 0.1135 0.1131
256 0.02803 0.113 0.1 0.111 0.125 0.208 0.449 0.126 0.436 0.1133 0.113
257 0.02805 0.113 0.1 0.111 0.125 0.207 0.446 0.126 0.433 0.113 0.1128
258 0.02806 0.113 0.1 0.111 0.125 0.206 0.442 0.125 0.429 0.1128 0.1127
259 0.02808 0.113 0.1 0.11 0.124 0.204 0.438 0.125 0.425 0.1126 0.1125
260 0.0281 0.113 0.1 0.11 0.124 0.203 0.435 0.125 0.422 0.1123 0.1124
261 0.02812 0.112 0.1 0.11 0.124 0.202 0.431 0.125 0.419 0.1121 0.1122
262 0.02814 0.112 0.099 0.11 0.123 0.201 0.428 0.125 0.415 0.1119 0.112
263 0.02816 0.112 0.099 0.11 0.123 0.199 0.424 0.125 0.412 0.1116 0.1119
264 0.02817 0.112 0.099 0.11 0.122 0.198 0.421 0.124 0.409 0.1114 0.1117
265 0.02819 0.112 0.099 0.109 0.122 0.197 0.417 0.124 0.405 0.1112 0.1116
266 0.02821 0.112 0.099 0.109 0.122 0.196 0.414 0.124 0.402 0.111 0.1114
267 0.02823 0.111 0.099 0.109 0.121 0.195 0.411 0.124 0.399 0.1108 0.1113
268 0.02824 0.111 0.099 0.109 0.121 0.194 0.408 0.124 0.396 0.1105 0.1111
269 0.02826 0.111 0.099 0.109 0.121 0.193 0.405 0.124 0.393 0.1103 0.111
270 0.02828 0.111 0.098 0.109 0.12 0.191 0.401 0.123 0.39 0.1101 0.1108
271 0.02829 0.111 0.098 0.108 0.12 0.19 0.398 0.123 0.387 0.1099 0.1107
272 0.02831 0.111 0.098 0.108 0.12 0.189 0.395 0.123 0.384 0.1097 0.1105
273 0.02833 0.111 0.098 0.108 0.119 0.188 0.392 0.123 0.381 0.1095 0.1104
274 0.02834 0.11 0.098 0.108 0.119 0.187 0.389 0.123 0.378 0.1092 0.1103
275 0.02836 0.11 0.098 0.108 0.119 0.186 0.386 0.123 0.375 0.109 0.1101
276 0.02837 0.11 0.098 0.108 0.119 0.185 0.383 0.122 0.372 0.1088 0.11
277 0.02839 0.11 0.097 0.108 0.118 0.184 0.381 0.122 0.37 0.1086 0.1098
278 0.0284 0.11 0.097 0.107 0.118 0.183 0.378 0.122 0.367 0.1084 0.1097
279 0.02842 0.11 0.097 0.107 0.118 0.182 0.375 0.122 0.364 0.1082 0.1095
280 0.02843 0.11 0.097 0.107 0.117 0.181 0.372 0.122 0.362 0.108 0.1094
281 0.02845 0.109 0.097 0.107 0.117 0.18 0.369 0.122 0.359 0.1078 0.1092
282 0.02846 0.109 0.097 0.107 0.117 0.179 0.367 0.121 0.356 0.1076 0.1091
283 0.02848 0.109 0.097 0.107 0.116 0.178 0.364 0.121 0.354 0.1074 0.109
284 0.02849 0.109 0.097 0.107 0.116 0.177 0.362 0.121 0.351 0.1072 0.1088
285 0.02851 0.109 0.096 0.106 0.116 0.176 0.359 0.121 0.349 0.107 0.1087
286 0.02852 0.109 0.096 0.106 0.116 0.175 0.356 0.121 0.346 0.1068 0.1085
287 0.02853 0.109 0.096 0.106 0.115 0.175 0.354 0.121 0.344 0.1067 0.1084
288 0.02855 0.108 0.096 0.106 0.115 0.174 0.351 0.12 0.342 0.1065 0.1083
289 0.02856 0.108 0.096 0.106 0.115 0.173 0.349 0.12 0.339 0.1063 0.1081
290 0.02858 0.108 0.096 0.106 0.115 0.172 0.347 0.12 0.337 0.1061 0.108
291 0.02859 0.108 0.096 0.105 0.114 0.171 0.344 0.12 0.335 0.1059 0.1079
292 0.0286 0.108 0.096 0.105 0.114 0.17 0.342 0.12 0.332 0.1057 0.1077
