118 0.02367 0.146 0.127 0.155 0.33 1.09 2.91 0.162 2.82
119 0.0237 0.146 0.127 0.154 0.324 1.07 2.85 0.162 2.76
120 0.02374 0.145 0.127 0.153 0.319 1.05 2.79 0.161 2.7
121 0.02378 0.145 0.126 0.153 0.315 1.03 2.73 0.161 2.64
122 0.02382 0.145 0.126 0.152 0.31 1.01 2.67 0.161 2.59
123 0.02386 0.144 0.126 0.151 0.306 0.986 2.62 0.16 2.53
124 0.02391 0.144 0.126 0.151 0.301 0.966 2.56 0.16 2.48
125 0.02395 0.144 0.125 0.15 0.297 0.947 2.51 0.159 2.43
126 0.02399 0.143 0.125 0.15 0.293 0.928 2.46 0.159 2.38
127 0.02403 0.143 0.125 0.149 0.289 0.91 2.41 0.159 2.33
128 0.02408 0.143 0.124 0.148 0.285 0.893 2.36 0.158 2.29
129 0.02412 0.142 0.124 0.148 0.281 0.876 2.32 0.158 2.24
130 0.02416 0.142 0.124 0.147 0.277 0.859 2.27 0.157 2.2
131 0.02421 0.142 0.124 0.147 0.274 0.843 2.23 0.157 2.16
132 0.02425 0.141 0.123 0.146 0.27 0.828 2.18 0.157 2.11
133 0.02429 0.141 0.123 0.146 0.267 0.812 2.14 0.156 2.07
134 0.02434 0.141 0.123 0.145 0.264 0.798 2.1 0.156 2.04
135 0.02438 0.14 0.123 0.145 0.261 0.783 2.06 0.156 2
136 0.02442 0.14 0.122 0.144 0.258 0.769 2.03 0.155 1.96
137 0.02446 0.14 0.122 0.144 0.255 0.756 1.99 0.155 1.92
138 0.0245 0.139 0.122 0.143 0.252 0.743 1.95 0.155 1.89
139 0.02454 0.139 0.122 0.143 0.249 0.73 1.92 0.154 1.85
140 0.02459 0.139 0.121 0.142 0.246 0.717 1.88 0.154 1.82
141 0.02463 0.138 0.121 0.142 0.243 0.705 1.85 0.153 1.79
142 0.02467 0.138 0.121 0.141 0.241 0.693 1.82 0.153 1.76
143 0.0247 0.138 0.121 0.141 0.238 0.682 1.78 0.153 1.73
144 0.02474 0.137 0.12 0.14 0.236 0.671 1.75 0.152 1.7
145 0.02478 0.137 0.12 0.14 0.233 0.66 1.72 0.152 1.67
146 0.02482 0.137 0.12 0.14 0.231 0.649 1.69 0.152 1.64
147 0.02486 0.136 0.12 0.139 0.228 0.639 1.66 0.151 1.61
148 0.02489 0.136 0.119 0.139 0.226 0.629 1.64 0.151 1.58
149 0.02493 0.136 0.119 0.138 0.224 0.619 1.61 0.151 1.56
150 0.02496 0.136 0.119 0.138 0.222 0.609 1.58 0.151 1.53
151 0.02499 0.135 0.119 0.137 0.22 0.6 1.56 0.15 1.51
152 0.02503 0.135 0.119 0.137 0.218 0.591 1.53 0.15 1.48
153 0.02506 0.135 0.118 0.137 0.216 0.582 1.5 0.15 1.46
154 0.0251 0.134 0.118 0.136 0.214 0.573 1.48 0.149 1.43
155 0.02514 0.134 0.118 0.136 0.212 0.564 1.46 0.149 1.41
156 0.02517 0.134 0.118 0.136 0.21 0.556 1.43 0.149 1.39
157 0.02521 0.134 0.117 0.135 0.208 0.548 1.41 0.148 1.37
158 0.02525 0.133 0.117 0.135 0.206 0.54 1.39 0.148 1.34
159 0.02528 0.133 0.117 0.134 0.204 0.533 1.37 0.148 1.32
160 0.02532 0.133 0.117 0.134 0.203 0.525 1.35 0.147 1.3
161 0.02536 0.133 0.117 0.134 0.201 0.518 1.33 0.147 1.28
162 0.0254 0.132 0.116 0.133 0.199 0.51 1.31 0.147 1.26
163 0.02543 0.132 0.116 0.133 0.198 0.503 1.29 0.147 1.24
164 0.02547 0.132 0.116 0.133 0.196 0.497 1.27 0.146 1.23
165 0.02551 0.131 0.116 0.132 0.195 0.49 1.25 0.146 1.21
166 0.02555 0.131 0.115 0.132 0.193 0.483 1.23 0.146 1.19
167 0.02559 0.131 0.115 0.132 0.192 0.477 1.21 0.145 1.17
168 0.02563 0.131 0.115 0.131 0.19 0.471 1.19 0.145 1.16
169 0.02566 0.13 0.115 0.131 0.189 0.464 1.18 0.145 1.14
170 0.0257 0.13 0.115 0.131 0.187 0.458 1.16 0.145 1.12
171 0.02574 0.13 0.114 0.13 0.186 0.453 1.14 0.144 1.11
172 0.02578 0.13 0.114 0.13 0.185 0.447 1.13 0.144 1.09
173 0.02582 0.129 0.114 0.13 0.183 0.441 1.11 0.144 1.08
174 0.02585 0.129 0.114 0.129 0.182 0.436 1.1 0.144 1.06
175 0.02589 0.129 0.114 0.129 0.181 0.43 1.08 0.143 1.05
176 0.02593 0.129 0.113 0.129 0.18 0.425 1.07 0.143 1.03
177 0.02597 0.128 0.113 0.128 0.178 0.42 1.05 0.143 1.02
178 0.026 0.128 0.113 0.128 0.177 0.415 1.04 0.142 1
179 0.02604 0.128 0.113 0.128 0.176 0.41 1.02 0.142 0.99
180 0.02608 0.128 0.113 0.128 0.175 0.405 1.01 0.142 0.977
181 0.02611 0.128 0.112 0.127 0.174 0.4 0.995 0.142 0.964
182 0.02615 0.127 0.112 0.127 0.173 0.396 0.982 0.141 0.951
183 0.02618 0.127 0.112 0.127 0.172 0.391 0.969 0.141 0.939
184 0.02622 0.127 0.112 0.126 0.171 0.387 0.957 0.141 0.926
185 0.02625 0.127 0.112 0.126 0.17 0.382 0.944 0.141 0.914
186 0.02629 0.126 0.111 0.126 0.168 0.378 0.932 0.14 0.903
187 0.02632 0.126 0.111 0.126 0.167 0.374 0.92 0.14 0.891
188 0.02636 0.126 0.111 0.125 0.167 0.37 0.909 0.14 0.88
189 0.02639 0.126 0.111 0.125 0.166 0.366 0.897 0.14 0.869
190 0.02642 0.125 0.111 0.125 0.165 0.362 0.886 0.139 0.858
191 0.02645 0.125 0.111 0.125 0.164 0.358 0.875 0.139 0.847
192 0.02648 0.125 0.11 0.124 0.163 0.354 0.864 0.139 0.837
193 0.02652 0.125 0.11 0.124 0.162 0.35 0.853 0.139 0.827
194 0.02655 0.125 0.11 0.124 0.161 0.347 0.843 0.138 0.817
195 0.02658 0.124 0.11 0.124 0.16 0.343 0.833 0.138 0.807
196 0.02661 0.124 0.11 0.123 0.159 0.339 0.823 0.138 0.797
197 0.02664 0.124 0.109 0.123 0.158 0.336 0.813 0.138 0.787
198 0.02666 0.124 0.109 0.123 0.158 0.333 0.803 0.137 0.778
199 0.02669 0.124 0.109 0.123 0.157 0.329 0.794 0.137 0.769
200 0.02672 0.123 0.109 0.122 0.156 0.326 0.784 0.137 0.76
201 0.02675 0.123 0.109 0.122 0.155 0.323 0.775 0.137 0.751
202 0.02677 0.123 0.109 0.122 0.154 0.32 0.766 0.137 0.742
203 0.0268 0.123 0.108 0.122 0.154 0.317 0.758 0.136 0.734
204 0.02683 0.123 0.108 0.121 0.153 0.313 0.749 0.136 0.725
205 0.02685 0.122 0.108 0.121 0.152 0.31 0.74 0.136 0.717
206 0.02688 0.122 0.108 0.121 0.151 0.308 0.732 0.136 0.709
207 0.02691 0.122 0.108 0.121 0.151 0.305 0.724 0.135 0.701
208 0.02693 0.122 0.108 0.12 0.15 0.302 0.716 0.135 0.693
209 0.02696 0.121 0.107 0.12 0.149 0.299 0.708 0.135 0.686
210 0.02699 0.121 0.107 0.12 0.149 0.296 0.7 0.135 0.678
211 0.02701 0.121 0.107 0.12 0.148 0.294 0.692 0.135 0.671
212 0.02704 0.121 0.107 0.12 0.147 0.291 0.685 0.134 0.664
213 0.02706 0.121 0.107 0.119 0.147 0.288 0.677 0.134 0.656
214 0.02709 0.121 0.107 0.119 0.146 0.286 0.67 0.134 0.649
215 0.02711 0.12 0.106 0.119 0.145 0.283 0.663 0.134 0.642
216 0.02714 0.12 0.106 0.119 0.145 0.281 0.656 0.133 0.636
217 0.02717 0.12 0.106 0.118 0.144 0.278 0.649 0.133 0.629
218 0.02719 0.12 0.106 0.118 0.143 0.276 0.642 0.133 0.622
219 0.02722 0.12 0.106 0.118 0.143 0.274 0.635 0.133 0.616
220 0.02724 0.119 0.106 0.118 0.142 0.271 0.629 0.133 0.61
221 0.02726 0.119 0.105 0.118 0.142 0.269 0.622 0.132 0.603
222 0.02729 0.119 0.105 0.117 0.141 0.267 0.616 0.132 0.597
223 0.02731 0.119 0.105 0.117 0.141 0.265 0.61 0.132 0.591
224 0.02734 0.119 0.105 0.117 0.14 0.263 0.604 0.132 0.585
225 0.02736 0.118 0.105 0.117 0.139 0.26 0.598 0.132 0.579
226 0.02739 0.118 0.105 0.117 0.139 0.258 0.592 0.131 0.574
227 0.02741 0.118 0.104 0.116 0.138 0.256 0.586 0.131 0.568
228 0.02743 0.118 0.104 0.116 0.138 0.254 0.58 0.131 0.562
229 0.02746 0.118 0.104 0.116 0.137 0.252 0.574 0.131 0.557
230 0.02748 0.118 0.104 0.116 0.137 0.25 0.569 0.131 0.551
231 0.0275 0.117 0.104 0.116 0.136 0.248 0.563 0.13 0.546
232 0.02753 0.117 0.104 0.115 0.136 0.246 0.558 0.13 0.541
233 0.02755 0.117 0.104 0.115 0.135 0.245 0.552 0.13 0.536
234 0.02757 0.117 0.103 0.115 0.135 0.243 0.547 0.13 0.531
235 0.02759 0.117 0.103 0.115 0.134 0.241 0.542 0.13 0.526
236 0.02762 0.116 0.103 0.115 0.134 0.239 0.537 0.129 0.521
237 0.02764 0.116 0.103 0.114 0.133 0.237 0.532 0.129 0.516
238 0.02766 0.116 0.103 0.114 0.133 0.236 0.527 0.129 0.511
239 0.02768 0.116 0.103 0.114 0.132 0.234 0.522 0.129 0.506
240 0.0277 0.116 0.102 0.114 0.132 0.232 0.517 0.129 0.502
241 0.02772 0.116 0.102 0.114 0.131 0.231 0.513 0.128 0.497
242 0.02775 0.115 0.102 0.113 0.131 0.229 0.508 0.128 0.493
243 0.02777 0.115 0.102 0.113 0.131 0.227 0.503 0.128 0.488
244 0.02779 0.115 0.102 0.113 0.13 0.226 0.499 0.128 0.484
245 0.02781 0.115 0.102 0.113 0.13 0.224 0.494 0.128 0.48
246 0.02783 0.115 0.102 0.113 0.129 0.223 0.49 0.128 0.475
247 0.02785 0.115 0.101 0.113 0.129 0.221 0.486 0.127 0.471
248 0.02787 0.114 0.101 0.112 0.128 0.22 0.481 0.127 0.467
249 0.02789 0.114 0.101 0.112 0.128 0.218 0.477 0.127 0.463
250 0.02791 0.114 0.101 0.112 0.128 0.217 0.473 0.127 0.459
251 0.02793 0.114 0.101 0.112 0.127 0.215 0.469 0.127 0.455
252 0.02795 0.114 0.101 0.112 0.127 0.214 0.465 0.126 0.451
253 0.02797 0.114 0.101 0.111 0.126 0.212 0.461 0.126 0.447
254 0.02799 0.113 0.1 0.111 0.126 0.211 0.457 0.126 0.444
255 0.02801 0.113 0.1 0.111 0.126 0.21 0.453 0.126 0.44
256 0.02803 0.113 0.1 0.111 0.125 0.208 0.449 0.126 0.436
257 0.02805 0.113 0.1 0.111 0.125 0.207 0.446 0.126 0.433
258 0.02806 0.113 0.1 0.111 0.125 0.206 0.442 0.125 0.429
259 0.02808 0.113 0.1 0.11 0.124 0.204 0.438 0.125 0.425
260 0.0281 0.113 0.1 0.11 0.124 0.203 0.435 0.125 0.422
261 0.02812 0.112 0.1 0.11 0.124 0.202 0.431 0.125 0.419
262 0.02814 0.112 0.099 0.11 0.123 0.201 0.428 0.125 0.415
263 0.02816 0.112 0.099 0.11 0.123 0.199 0.424 0.125 0.412
264 0.02817 0.112 0.099 0.11 0.122 0.198 0.421 0.124 0.409
265 0.02819 0.112 0.099 0.109 0.122 0.197 0.417 0.124 0.405
266 0.02821 0.112 0.099 0.109 0.122 0.196 0.414 0.124 0.402
267 0.02823 0.111 0.099 0.109 0.121 0.195 0.411 0.124 0.399
268 0.02824 0.111 0.099 0.109 0.121 0.194 0.408 0.124 0.396
269 0.02826 0.111 0.099 0.109 0.121 0.193 0.405 0.124 0.393
270 0.02828 0.111 0.098 0.109 0.12 0.191 0.401 0.123 0.39
271 0.02829 0.111 0.098 0.108 0.12 0.19 0.398 0.123 0.387
272 0.02831 0.111 0.098 0.108 0.12 0.189 0.395 0.123 0.384
273 0.02833 0.111 0.098 0.108 0.119 0.188 0.392 0.123 0.381
274 0.02834 0.11 0.098 0.108 0.119 0.187 0.389 0.123 0.378
275 0.02836 0.11 0.098 0.108 0.119 0.186 0.386 0.123 0.375
276 0.02837 0.11 0.098 0.108 0.119 0.185 0.383 0.122 0.372
277 0.02839 0.11 0.097 0.108 0.118 0.184 0.381 0.122 0.37
278 0.0284 0.11 0.097 0.107 0.118 0.183 0.378 0.122 0.367
279 0.02842 0.11 0.097 0.107 0.118 0.182 0.375 0.122 0.364
280 0.02843 0.11 0.097 0.107 0.117 0.181 0.372 0.122 0.362
281 0.02845 0.109 0.097 0.107 0.117 0.18 0.369 0.122 0.359
282 0.02846 0.109 0.097 0.107 0.117 0.179 0.367 0.121 0.356
283 0.02848 0.109 0.097 0.107 0.116 0.178 0.364 0.121 0.354
284 0.02849 0.109 0.097 0.107 0.116 0.177 0.362 0.121 0.351
285 0.02851 0.109 0.096 0.106 0.116 0.176 0.359 0.121 0.349
286 0.02852 0.109 0.096 0.106 0.116 0.175 0.356 0.121 0.346
287 0.02853 0.109 0.096 0.106 0.115 0.175 0.354 0.121 0.344
288 0.02855 0.108 0.096 0.106 0.115 0.174 0.351 0.12 0.342
289 0.02856 0.108 0.096 0.106 0.115 0.173 0.349 0.12 0.339
290 0.02858 0.108 0.096 0.106 0.115 0.172 0.347 0.12 0.337
291 0.02859 0.108 0.096 0.105 0.114 0.171 0.344 0.12 0.335
292 0.0286 0.108 0.096 0.105 0.114 0.17 0.342 0.12 0.332
293 0.02861 0.108 0.096 0.105 0.114 0.169 0.339 0.12 0.33
294 0.02863 0.108 0.095 0.105 0.113 0.169 0.337 0.12 0.328
295 0.02864 0.107 0.095 0.105 0.113 0.168 0.335 0.119 0.326
296 0.02865 0.107 0.095 0.105 0.113 0.167 0.333 0.119 0.323
297 0.02866 0.107 0.095 0.105 0.113 0.166 0.33 0.119 0.321
298 0.02868 0.107 0.095 0.104 0.112 0.165 0.328 0.119 0.319
299 0.02869 0.107 0.095 0.104 0.112 0.165 0.326 0.119 0.317
300 0.0287 0.107 0.095 0.104 0.112 0.164 0.324 0.119 0.315
